ENSP00000436737	ENSG00000085063	ENST00000533403
ENSP00000464070	ENSG00000257017	ENST00000567185
ENSP00000434351	ENSG00000152763	ENST00000488333
ENSP00000464072	ENSG00000221926	ENST00000580110
ENSP00000434354	ENSG00000148926	ENST00000526492
ENSP00000464076	ENSG00000108591	ENST00000579601
ENSP00000464077	ENSG00000204256	ENST00000496118
ENSP00000379139	ENSG00000107562	ENST00000395793
ENSP00000402284	ENSG00000133067	ENST00000423542
ENSP00000402283	ENSG00000161217	ENST00000430755
ENSP00000450727	ENSG00000176473	ENST00000554175
ENSP00000480844	ENSG00000179242	ENST00000611855
ENSP00000450723	ENSG00000196405	ENST00000555706
ENSP00000428717	ENSG00000104320	ENST00000517772
ENSP00000480115	ENSG00000267728	ENST00000617040
ENSP00000480117	ENSG00000103187	ENST00000567786
ENSP00000450423	ENSG00000100461	ENST00000557227
ENSP00000464699	ENSG00000067836	ENST00000586153
ENSP00000464694	ENSG00000102904	ENST00000561654
ENSP00000434975	ENSG00000116783	ENST00000534020
ENSP00000434976	ENSG00000152558	ENST00000528969
ENSP00000464697	ENSG00000108788	ENST00000591024
ENSP00000434970	ENSG00000213619	ENST00000534716
ENSP00000464691	ENSG00000101773	ENST00000583057
ENSP00000434972	ENSG00000204381	ENST00000533265
ENSP00000434973	ENSG00000023697	ENST00000533447
ENSP00000418798	ENSG00000095794	ENST00000487132
ENSP00000418793	ENSG00000144837	ENST00000494440
ENSP00000418790	ENSG00000160145	ENST00000462213
ENSP00000418797	ENSG00000114455	ENST00000482099
ENSP00000467526	ENSG00000132024	ENST00000589606
ENSP00000435005	ENSG00000158773	ENST00000531842
ENSP00000435004	ENSG00000149577	ENST00000531353
ENSP00000435003	ENSG00000129158	ENST00000533241
ENSP00000435001	ENSG00000166340	ENST00000528657
ENSP00000467529	ENSG00000145725	ENST00000502481
ENSP00000446818	ENSG00000205352	ENST00000547368
ENSP00000441840	ENSG00000197969	ENST00000467124
ENSP00000441841	ENSG00000135679	ENST00000544561
ENSP00000441842	ENSG00000184743	ENST00000540699
ENSP00000441844	ENSG00000076043	ENST00000544827
ENSP00000441846	ENSG00000151743	ENST00000537960
ENSP00000441847	ENSG00000166226	ENST00000544368
ENSP00000445540	ENSG00000177981	ENST00000539528
ENSP00000365220	ENSG00000134900	ENST00000376052
ENSP00000397182	ENSG00000114354	ENST00000418917
ENSP00000411160	ENSG00000136895	ENST00000444677
ENSP00000411164	ENSG00000204296	ENST00000442822
ENSP00000400623	ENSG00000114316	ENST00000416417
ENSP00000397189	ENSG00000012822	ENST00000430117
ENSP00000292879	ENSG00000161265	ENST00000292879
ENSP00000426412	ENSG00000067606	ENST00000461106
ENSP00000396856	ENSG00000198768	ENST00000425773
ENSP00000396854	ENSG00000168883	ENST00000448971
ENSP00000396850	ENSG00000131374	ENST00000444471
ENSP00000358872	ENSG00000196924	ENST00000369856
ENSP00000397451	ENSG00000137942	ENST00000424449
ENSP00000466697	ENSG00000181896	ENST00000444249
ENSP00000466695	ENSG00000109118	ENST00000584236
ENSP00000466693	ENSG00000121380	ENST00000586576
ENSP00000466691	ENSG00000007174	ENST00000579602
ENSP00000396581	ENSG00000090512	ENST00000431018
ENSP00000369944	ENSG00000178031	ENST00000380570
ENSP00000396586	ENSG00000197658	ENST00000417740
ENSP00000454802	ENSG00000260916	ENST00000563171
ENSP00000390862	ENSG00000169756	ENST00000428064
ENSP00000467078	ENSG00000198720	ENST00000583728
ENSP00000447033	ENSG00000008517	ENST00000552936
ENSP00000447032	ENSG00000166183	ENST00000551170
ENSP00000447031	ENSG00000135506	ENST00000547079
ENSP00000447030	ENSG00000139644	ENST00000547798
ENSP00000447037	ENSG00000101199	ENST00000549047
ENSP00000402919	ENSG00000154438	ENST00000428663
ENSP00000402917	ENSG00000099998	ENST00000425408
ENSP00000466341	ENSG00000130005	ENST00000591788
ENSP00000466344	ENSG00000141480	ENST00000574954
ENSP00000466345	ENSG00000262919	ENST00000482182
ENSP00000466346	ENSG00000184009	ENST00000570382
ENSP00000407392	ENSG00000126217	ENST00000413354
ENSP00000407393	ENSG00000007402	ENST00000423994
ENSP00000317252	ENSG00000123992	ENST00000322176
ENSP00000427967	ENSG00000120992	ENST00000522007
ENSP00000396328	ENSG00000076201	ENST00000456221
ENSP00000396324	ENSG00000172995	ENST00000452563
ENSP00000396326	ENSG00000172053	ENST00000453392
ENSP00000396322	ENSG00000265972	ENST00000425134
ENSP00000430447	ENSG00000137055	ENST00000517642
ENSP00000314500	ENSG00000158089	ENST00000324589
ENSP00000384112	ENSG00000100142	ENST00000405557
ENSP00000384114	ENSG00000168137	ENST00000407969
ENSP00000384116	ENSG00000164828	ENST00000405266
ENSP00000388478	ENSG00000185811	ENST00000413698
ENSP00000442120	ENSG00000131165	ENST00000535997
ENSP00000442126	ENSG00000152944	ENST00000546323
ENSP00000456266	ENSG00000102879	ENST00000563778
ENSP00000485174	ENSG00000278091	ENST00000615413
ENSP00000485176	ENSG00000280298	ENST00000624970
ENSP00000424058	ENSG00000173678	ENST00000507450
ENSP00000395742	ENSG00000166086	ENST00000441717
ENSP00000395747	ENSG00000164815	ENST00000447452
ENSP00000424053	ENSG00000128050	ENST00000505164
ENSP00000395744	ENSG00000137274	ENST00000423798
ENSP00000391056	ENSG00000067715	ENST00000457153
ENSP00000438046	ENSG00000111215	ENST00000544994
ENSP00000438047	ENSG00000126746	ENST00000544482
ENSP00000482234	ENSG00000275730	ENST00000621693
ENSP00000442786	ENSG00000048540	ENST00000540445
ENSP00000413857	ENSG00000105976	ENST00000456159
ENSP00000413852	ENSG00000167311	ENST00000425767
ENSP00000442781	ENSG00000176715	ENST00000544543
ENSP00000413859	ENSG00000240747	ENST00000426937
ENSP00000450959	ENSG00000027075	ENST00000553831
ENSP00000411981	ENSG00000187764	ENST00000455551
ENSP00000411983	ENSG00000005469	ENST00000442291
ENSP00000450955	ENSG00000125952	ENST00000557277
ENSP00000450956	ENSG00000100462	ENST00000553502
ENSP00000450957	ENSG00000100888	ENST00000553622
ENSP00000441478	ENSG00000166796	ENST00000537486
ENSP00000442871	ENSG00000152936	ENST00000538178
ENSP00000442875	ENSG00000182670	ENST00000540756
ENSP00000442877	ENSG00000111339	ENST00000544616
ENSP00000442879	ENSG00000112530	ENST00000534958
ENSP00000385391	ENSG00000115828	ENST00000404976
ENSP00000459354	ENSG00000126602	ENST00000576335
ENSP00000459357	ENSG00000132522	ENST00000574458
ENSP00000441781	ENSG00000110756	ENST00000544218
ENSP00000441780	ENSG00000161547	ENST00000508921
ENSP00000439392	ENSG00000111731	ENST00000536386
ENSP00000439390	ENSG00000157837	ENST00000543854
ENSP00000439397	ENSG00000137310	ENST00000542218
ENSP00000457608	ENSG00000005187	ENST00000569141
ENSP00000457604	ENSG00000214013	ENST00000567596
ENSP00000457606	ENSG00000186187	ENST00000568351
ENSP00000393748	ENSG00000181135	ENST00000442058
ENSP00000397846	ENSG00000184012	ENST00000424093
ENSP00000355571	ENSG00000168275	ENST00000366612
ENSP00000355572	ENSG00000168275	ENST00000366613
ENSP00000355574	ENSG00000168275	ENST00000366615
ENSP00000355577	ENSG00000183780	ENST00000366618
ENSP00000392838	ENSG00000161542	ENST00000435555
ENSP00000450372	ENSG00000084110	ENST00000552509
ENSP00000402644	ENSG00000251537	ENST00000455584
ENSP00000425865	ENSG00000186468	ENST00000512493
ENSP00000425867	ENSG00000127419	ENST00000515492
ENSP00000439029	ENSG00000215021	ENST00000536316
ENSP00000390091	ENSG00000116871	ENST00000429533
ENSP00000425862	ENSG00000145214	ENST00000509465
ENSP00000439024	ENSG00000156076	ENST00000543094
ENSP00000425868	ENSG00000163281	ENST00000507917
ENSP00000390099	ENSG00000002822	ENST00000455998
ENSP00000426982	ENSG00000109184	ENST00000505403
ENSP00000440783	ENSG00000166682	ENST00000544634
ENSP00000440785	ENSG00000110888	ENST00000543380
ENSP00000426984	ENSG00000150625	ENST00000512610
ENSP00000426985	ENSG00000150627	ENST00000443118
ENSP00000426989	ENSG00000184349	ENST00000509503
ENSP00000405413	ENSG00000162928	ENST00000414712
ENSP00000414854	ENSG00000157087	ENST00000452124
ENSP00000414857	ENSG00000197647	ENST00000455504
ENSP00000414851	ENSG00000134759	ENST00000442325
ENSP00000415188	ENSG00000160917	ENST00000440514
ENSP00000410358	ENSG00000137171	ENST00000458460
ENSP00000423704	ENSG00000094880	ENST00000505120
ENSP00000415181	ENSG00000158553	ENST00000429945
ENSP00000440437	ENSG00000173113	ENST00000539854
ENSP00000415186	ENSG00000188760	ENST00000451952
ENSP00000410355	ENSG00000125813	ENST00000444366
ENSP00000312615	ENSG00000172663	ENST00000308022
ENSP00000401237	ENSG00000122390	ENST00000424546
ENSP00000389431	ENSG00000213397	ENST00000435662
ENSP00000389432	ENSG00000162598	ENST00000450089
ENSP00000389435	ENSG00000127955	ENST00000418742
ENSP00000426639	ENSG00000169609	ENST00000514272
ENSP00000375933	ENSG00000182698	ENST00000392083
ENSP00000375937	ENSG00000135924	ENST00000392087
ENSP00000375938	ENSG00000127824	ENST00000392088
ENSP00000351057	ENSG00000033170	ENST00000358307
ENSP00000426364	ENSG00000119048	ENST00000506787
ENSP00000462120	ENSG00000109065	ENST00000582524
ENSP00000462125	ENSG00000136490	ENST00000578993
ENSP00000426368	ENSG00000117266	ENST00000506215
ENSP00000462127	ENSG00000108666	ENST00000583774
ENSP00000416987	ENSG00000229741	ENST00000415239
ENSP00000415728	ENSG00000159873	ENST00000432510
ENSP00000448871	ENSG00000185664	ENST00000549233
ENSP00000415723	ENSG00000035115	ENST00000454318
ENSP00000462693	ENSG00000167543	ENST00000581411
ENSP00000451779	ENSG00000129460	ENST00000555128
ENSP00000423858	ENSG00000128040	ENST00000504762
ENSP00000424809	ENSG00000061492	ENST00000504809
ENSP00000462697	ENSG00000125458	ENST00000578407
ENSP00000451772	ENSG00000129474	ENST00000553736
ENSP00000424807	ENSG00000186952	ENST00000512886
ENSP00000451770	ENSG00000119688	ENST00000556971
ENSP00000424800	ENSG00000174227	ENST00000504346
ENSP00000424803	ENSG00000204176	ENST00000512997
ENSP00000411406	ENSG00000041982	ENST00000423613
ENSP00000417766	ENSG00000119487	ENST00000468896
ENSP00000417767	ENSG00000173230	ENST00000489400
ENSP00000417765	ENSG00000114541	ENST00000497880
ENSP00000417762	ENSG00000198843	ENST00000480740
ENSP00000417760	ENSG00000137413	ENST00000472818
ENSP00000417761	ENSG00000138472	ENST00000471108
ENSP00000471077	ENSG00000268750	ENST00000598031
ENSP00000453735	ENSG00000151651	ENST00000486609
ENSP00000453737	ENSG00000140262	ENST00000557843
ENSP00000453730	ENSG00000171914	ENST00000494733
ENSP00000453733	ENSG00000100564	ENST00000559581
ENSP00000471075	ENSG00000105472	ENST00000599973
ENSP00000453738	ENSG00000185787	ENST00000558830
ENSP00000304740	ENSG00000244005	ENST00000306750
ENSP00000465474	ENSG00000184922	ENST00000587489
ENSP00000465473	ENSG00000142655	ENST00000491661
ENSP00000386046	ENSG00000132329	ENST00000403885
ENSP00000479228	ENSG00000276616	ENST00000618292
ENSP00000479222	ENSG00000275156	ENST00000611098
ENSP00000479221	ENSG00000275050	ENST00000452874
ENSP00000457165	ENSG00000103429	ENST00000565478
ENSP00000371895	ENSG00000010292	ENST00000382457
ENSP00000388390	ENSG00000116698	ENST00000419169
ENSP00000485106	ENSG00000279435	ENST00000624593
ENSP00000455298	ENSG00000261739	ENST00000562295
ENSP00000350016	ENSG00000135837	ENST00000357434
ENSP00000431478	ENSG00000172732	ENST00000525768
ENSP00000455295	ENSG00000103494	ENST00000562230
ENSP00000455296	ENSG00000123349	ENST00000549759
ENSP00000455297	ENSG00000102910	ENST00000565867
ENSP00000427572	ENSG00000124802	ENST00000502429
ENSP00000427573	ENSG00000164308	ENST00000508077
ENSP00000428246	ENSG00000137648	ENST00000524218
ENSP00000428244	ENSG00000169436	ENST00000522546
ENSP00000428241	ENSG00000215114	ENST00000521796
ENSP00000428240	ENSG00000145692	ENST00000524080
ENSP00000431396	ENSG00000263155	ENST00000461709
ENSP00000431394	ENSG00000155085	ENST00000524674
ENSP00000420034	ENSG00000128607	ENST00000468226
ENSP00000420030	ENSG00000198919	ENST00000486815
ENSP00000425043	ENSG00000134058	ENST00000506563
ENSP00000425041	ENSG00000163864	ENST00000511444
ENSP00000307803	ENSG00000187605	ENST00000305799
ENSP00000371767	ENSG00000114867	ENST00000382330
ENSP00000371766	ENSG00000107099	ENST00000382329
ENSP00000458742	ENSG00000186868	ENST00000571987
ENSP00000371768	ENSG00000107099	ENST00000382331
ENSP00000458749	ENSG00000179593	ENST00000572022
ENSP00000458748	ENSG00000078328	ENST00000570626
ENSP00000483626	ENSG00000174514	ENST00000616173
ENSP00000422896	ENSG00000138758	ENST00000510515
ENSP00000483622	ENSG00000274110	ENST00000621769
ENSP00000422892	ENSG00000113356	ENST00000503373
ENSP00000377399	ENSG00000157593	ENST00000393810
ENSP00000422898	ENSG00000172752	ENST00000512836
ENSP00000475941	ENSG00000105419	ENST00000607695
ENSP00000428790	ENSG00000184156	ENST00000519445
ENSP00000428796	ENSG00000104408	ENST00000519030
ENSP00000412846	ENSG00000235631	ENST00000447240
ENSP00000433892	ENSG00000168060	ENST00000533340
ENSP00000461577	ENSG00000173818	ENST00000517795
ENSP00000384258	ENSG00000168000	ENST00000403098
ENSP00000384255	ENSG00000198522	ENST00000407583
ENSP00000384252	ENSG00000100029	ENST00000402284
ENSP00000377648	ENSG00000131759	ENST00000394086
ENSP00000377641	ENSG00000174996	ENST00000394078
ENSP00000377646	ENSG00000165219	ENST00000394084
ENSP00000377645	ENSG00000165219	ENST00000394083
ENSP00000463779	ENSG00000141068	ENST00000578981
ENSP00000357546	ENSG00000130643	ENST00000368558
ENSP00000357540	ENSG00000148803	ENST00000368552
ENSP00000370380	ENSG00000184281	ENST00000380992
ENSP00000370388	ENSG00000087470	ENST00000381000
ENSP00000479914	ENSG00000274000	ENST00000617409
ENSP00000394446	ENSG00000182870	ENST00000411988
ENSP00000417403	ENSG00000114098	ENST00000463485
ENSP00000462908	ENSG00000131747	ENST00000581055
ENSP00000462909	ENSG00000159640	ENST00000582761
ENSP00000466201	ENSG00000184640	ENST00000590938
ENSP00000462900	ENSG00000109046	ENST00000584114
ENSP00000343317	ENSG00000137713	ENST00000341980
ENSP00000462904	ENSG00000161960	ENST00000584860
ENSP00000462905	ENSG00000243156	ENST00000584751
ENSP00000430277	ENSG00000169398	ENST00000519881
ENSP00000430274	ENSG00000147687	ENST00000522810
ENSP00000430273	ENSG00000164754	ENST00000517749
ENSP00000463776	ENSG00000171634	ENST00000582467
ENSP00000466202	ENSG00000131482	ENST00000585489
ENSP00000430278	ENSG00000132840	ENST00000521567
ENSP00000459834	ENSG00000161920	ENST00000573708
ENSP00000459836	ENSG00000185813	ENST00000573636
ENSP00000459831	ENSG00000173818	ENST00000523828
ENSP00000459833	ENSG00000154016	ENST00000573099
ENSP00000366809	ENSG00000168065	ENST00000377585
ENSP00000366804	ENSG00000168065	ENST00000377581
ENSP00000366802	ENSG00000104524	ENST00000377579
ENSP00000423078	ENSG00000145740	ENST00000511158
ENSP00000423074	ENSG00000168310	ENST00000502750
ENSP00000423071	ENSG00000164024	ENST00000510133
ENSP00000423070	ENSG00000109205	ENST00000510709
ENSP00000414446	ENSG00000144381	ENST00000426480
ENSP00000414443	ENSG00000083444	ENST00000449038
ENSP00000376510	ENSG00000184863	ENST00000392755
ENSP00000376513	ENSG00000184863	ENST00000392759
ENSP00000376512	ENSG00000107902	ENST00000392757
ENSP00000376514	ENSG00000184863	ENST00000392761
ENSP00000376517	ENSG00000169064	ENST00000392764
ENSP00000433906	ENSG00000149582	ENST00000532762
ENSP00000461427	ENSG00000185332	ENST00000574093
ENSP00000473453	ENSG00000120942	ENST00000483738
ENSP00000473451	ENSG00000241343	ENST00000471855
ENSP00000420215	ENSG00000164867	ENST00000484524
ENSP00000389379	ENSG00000166448	ENST00000445790
ENSP00000389375	ENSG00000065320	ENST00000436734
ENSP00000433909	ENSG00000110723	ENST00000531386
ENSP00000421432	ENSG00000173610	ENST00000512704
ENSP00000238091	ENSG00000119185	ENST00000238091
ENSP00000419849	ENSG00000163681	ENST00000465203
ENSP00000422309	ENSG00000138738	ENST00000515109
ENSP00000466106	ENSG00000167460	ENST00000588483
ENSP00000466107	ENSG00000063015	ENST00000585644
ENSP00000380967	ENSG00000197971	ENST00000397869
ENSP00000422301	ENSG00000173933	ENST00000510173
ENSP00000466100	ENSG00000125746	ENST00000588272
ENSP00000431633	ENSG00000149547	ENST00000527235
ENSP00000421435	ENSG00000067248	ENST00000508346
ENSP00000431636	ENSG00000136153	ENST00000489941
ENSP00000431638	ENSG00000085788	ENST00000529845
ENSP00000420792	ENSG00000150093	ENST00000493758
ENSP00000420796	ENSG00000151276	ENST00000472257
ENSP00000386497	ENSG00000071909	ENST00000409044
ENSP00000433709	ENSG00000165526	ENST00000532674
ENSP00000386493	ENSG00000115275	ENST00000409065
ENSP00000386491	ENSG00000162105	ENST00000409161
ENSP00000386490	ENSG00000180354	ENST00000409688
ENSP00000433706	ENSG00000149499	ENST00000466886
ENSP00000433707	ENSG00000149179	ENST00000526827
ENSP00000434576	ENSG00000079819	ENST00000530481
ENSP00000474155	ENSG00000120708	ENST00000604555
ENSP00000474158	ENSG00000239382	ENST00000486389
ENSP00000327486	ENSG00000169629	ENST00000330575
ENSP00000443253	ENSG00000105948	ENST00000474035
ENSP00000443254	ENSG00000002016	ENST00000544742
ENSP00000420860	ENSG00000164306	ENST00000503752
ENSP00000452614	ENSG00000156958	ENST00000560138
ENSP00000420869	ENSG00000083857	ENST00000509927
ENSP00000476866	ENSG00000133424	ENST00000608642
ENSP00000403181	ENSG00000233438	ENST00000447166
ENSP00000452616	ENSG00000166262	ENST00000558594
ENSP00000406354	ENSG00000168066	ENST00000432725
ENSP00000406357	ENSG00000068745	ENST00000424035
ENSP00000429147	ENSG00000156103	ENST00000522726
ENSP00000429146	ENSG00000104324	ENST00000517742
ENSP00000409750	ENSG00000114423	ENST00000438603
ENSP00000436364	ENSG00000203705	ENST00000526997
ENSP00000436362	ENSG00000181135	ENST00000530574
ENSP00000436361	ENSG00000175482	ENST00000530584
ENSP00000463180	ENSG00000169718	ENST00000578176
ENSP00000387726	ENSG00000119383	ENST00000435132
ENSP00000435626	ENSG00000159063	ENST00000532306
ENSP00000387724	ENSG00000131381	ENST00000449050
ENSP00000435624	ENSG00000184937	ENST00000527882
ENSP00000466819	ENSG00000123143	ENST00000586237
ENSP00000435620	ENSG00000254469	ENST00000533047
ENSP00000466814	ENSG00000072210	ENST00000584332
ENSP00000402582	ENSG00000198185	ENST00000457685
ENSP00000466811	ENSG00000164125	ENST00000590648
ENSP00000435629	ENSG00000149823	ENST00000526856
ENSP00000466813	ENSG00000267710	ENST00000593151
ENSP00000475203	ENSG00000163785	ENST00000472234
ENSP00000475207	ENSG00000143740	ENST00000606873
ENSP00000478651	ENSG00000127922	ENST00000488005
ENSP00000363561	ENSG00000030304	ENST00000374438
ENSP00000468416	ENSG00000129932	ENST00000587122
ENSP00000448349	ENSG00000127329	ENST00000551525
ENSP00000468413	ENSG00000186812	ENST00000592264
ENSP00000240487	ENSG00000121210	ENST00000240487
ENSP00000478655	ENSG00000198019	ENST00000616817
ENSP00000448344	ENSG00000165805	ENST00000550553
ENSP00000437705	ENSG00000103023	ENST00000543437
ENSP00000370038	ENSG00000101911	ENST00000380663
ENSP00000408402	ENSG00000067560	ENST00000445425
ENSP00000408400	ENSG00000254647	ENST00000421783
ENSP00000405119	ENSG00000185049	ENST00000453740
ENSP00000402328	ENSG00000154556	ENST00000428330
ENSP00000402327	ENSG00000155749	ENST00000415745
ENSP00000405116	ENSG00000173391	ENST00000432556
ENSP00000405117	ENSG00000147274	ENST00000419968
ENSP00000405115	ENSG00000145016	ENST00000413360
ENSP00000384154	ENSG00000205221	ENST00000404084
ENSP00000404867	ENSG00000005469	ENST00000412227
ENSP00000261426	ENSG00000109790	ENST00000261426
ENSP00000404863	ENSG00000177565	ENST00000424913
ENSP00000301540	ENSG00000092841	ENST00000348108
ENSP00000353633	ENSG00000139117	ENST00000360449
ENSP00000421381	ENSG00000153802	ENST00000514868
ENSP00000381003	ENSG00000100154	ENST00000397906
ENSP00000431442	ENSG00000180999	ENST00000488100
ENSP00000416295	ENSG00000124491	ENST00000431222
ENSP00000270452	ENSG00000186818	ENST00000270452
ENSP00000439620	ENSG00000135090	ENST00000537822
ENSP00000472266	ENSG00000130312	ENST00000595444
ENSP00000472267	ENSG00000127527	ENST00000597937
ENSP00000481474	ENSG00000102081	ENST00000495717
ENSP00000481477	ENSG00000122257	ENST00000562683
